ORIGEM DOS DADOS;CÓDIGO OBRA;PROCESSO;SECRETARIA CONTRATANTE;SECRETARIA RESPONSÁVEL;SUBPREFEITURA;REGIÃO;DISTRITO;LOCAL;LATITUDE;LONGITUDE;NOME DA OBRA;ESCOPO DO CONTRATO;CATEGORIA;SUBCATEGORIA;CLASSIFICAÇÃO;STATUS;FONTES DE RECURSO;DT INÍCIO DA OBRA;DT TÉRMINO DA OBRA;NÚMERO DO CONTRATO;EMPRESA CONTRATADA;CNPJ CONTRATADA;PROGRAMA DE METAS;VALOR INICIAL DO CONTRATO;VALOR DE ADITAMENTOS;VALOR TOTAL DO CONTRATO;VALOR EXECUTADO DO CONTRATO;VALOR DE REAJUSTES;VALOR DE INVESTIMENTOS
SIURB;C0382201;6022202200004250;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAPÃO REDONDO;Rua Goioxim até Rua Professor Paulo Assis Ribeiro;-23.669722;-46.773997;Contenção de Talude e Recomposição da Margem do Córrego dos Brancos;RECOMPOSIÇÃO DA MARGEM DO CÓRREGO DOS BRANCOS E CONTENÇÃO DE TALUDE - TRECHO ENTRE A RUA GOIXIM E RUA PROFESSOR PAULO ASSIS RIBEIRO;Drenagem;MANUTENÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;31/01/2022;29/07/2022;038/SIURB/22;TIRANTE CONSTRUCOES LTDA;	16608263000118;	;R$9.574.693,88;R$0,00;R$9.574.693,88;R$9.035.854,09;R$0,00;R$9.035.854,09
SIURB;C0392101;6022202100010119;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;Itaquera;Avenida Jacu Pessego x altura da Rua Rainha da Noite, número 35;-23.518386;-46.456053;Contenção e Recomposição do talude na Avenida Jacu Pessego;CONTRATAÇÃO EMERGENCIAL PARA A IMPLANTAÇÃO DE CONTENÇÃO E RECOMPOSIÇÃO DE TALUDE ATRAVÉS DE MURO DE CONTENÇÃO E REFORÇO VIÁRIO NA AVENIDA JACU PESSEGO, ALTURA DA RUA RAINHA DA NOITE NÚMERO 35 - SUBPREFEITURA DE ITAQUERA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;11/05/2021;07/11/2021;039/SIURB/21;CONSTRUTORA PROGREDIOR LTDA;	56838949000110;	;R$4.438.413,80;R$0,00;R$4.438.413,80;R$4.437.970,60;R$0,00;R$4.437.970,60
SIURB;C0442101;6022202100005786;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;São Miguel;Avenida Doutor Assis Ribeiro x Avenida Jacu Pessego x Rua Engenheiro José Cruz de Oliveira;-23.492119;-46.452848;Recuperação estrutural do pontilhão de ligação da Avenida Doutor Assis Ribeiro;CONTRATAÇÃO EMERGENCIAL PARA A RECUPERAÇÃO ESTRUTURAL DO PONTILHÃO DE LIGAÇÃO DA AVENIDA DOUTOR ASSIS RIBEIRO COM A AVENIDA JACU PESSEGO, LOCALIZADO NA RUA ENGENHEIRO JOSÉ CRUZ DE OLIVEIRA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;11/03/2021;07/09/2021;044/SIURB/21;MACOR ENGENHARIA CONSTRUÇÕES E COMÉRCIO LTDA;	57646374000104;	;R$5.974.369,74;R$0,00;R$5.974.369,74;R$5.969.299,18;R$0,00;R$5.969.299,18
SIURB;C0442201;6022202200004307;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;TREMEMBÉ;Rua Lugo, 79;-23.461429;-46.603604;Reconstrução de Passagem Viária Sobre o Córrego IPESP;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OBRA EMERGENCIAL PARA RECONSTRUÇÃO DE PASSAGEM VIÁRIA SOBRE O CÓRREGO IPESP (AFLUENTE DO RIO TREMEMBÉ);Vias e Logradouros;MANUTENÇÃO;Viário;CONCLUÍDA;00-Tesouro Municipal;31/01/2022;29/07/2022;044/SIURB/22;FÓRMULA INC EMPREENDIMENTOS IMOBILIÁRIOS LTDA;	57182115000161;	;R$1.567.656,71;R$0,00;R$1.567.656,71;R$1.420.438,07;R$0,00;R$1.420.438,07
SIURB;C0452101;6022202100005727;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;Capão Redondo;Rua André Lens;-23.665469;-46.762535;Recuperação de Galeria de águas pluviais na Rua André Lens;CONTRATAÇÃO EMERGENCIAL PARA A RECUPERAÇÃO DA GALERIA DE ÁGUAS PLUVIAIS LOCALIZADA NA RUA ANDRÉ LENS;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;08/03/2021;04/09/2021;045/SIURB/21;ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÃO LTDA;	66748955000130;	;R$2.347.552,68;R$0,00;R$2.347.552,68;R$2.333.025,43;R$0,00;R$2.333.025,43
SIURB;C0452201;6022202200010471;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PA;SUL;PARELHEIROS;Rua Amélia Casal, 939 e Rua Reinaldo Casaroli;-23.830520;-46.739554;Recuperação e Recomposição do Sistema Viário e Contenção de Talude;OBRA EMERGENCIAL PARA RECUPERAÇÃO E RECOMPOSIÇÃO DO SISTEMA VIÁRIO E CONTENÇÃO DE TALUDE;Vias e Logradouros;CONSTRUÇÃO;Viário;CONCLUÍDA;00-Tesouro Municipal;16/03/2022;11/09/2022;045/SIURB/22;FÓRMULA INC EMPREENDIMENTOS IMOBILIÁRIOS LTDA;	57182115000161;	;R$4.549.369,50;R$0,00;R$4.549.369,50;R$4.412.330,34;R$0,00;R$4.412.330,34
SIURB;C0462201;6022202100001446;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;Butantã;R. Paulo Lício Risso, 151 - Jardim Bonfiglioli, São Paulo - SP, 05594-140, Brasil;-23.5842;-46.7389;PRA - RUA AUGUSTO FARINA;EXECUÇÃO DE OBRAS DE DRENAGEM PARA A RUA AUGUSTO FARINA, NO TRECHO COMPREENDIDOENTRE A RUA ARI DOS SANTOS E O ACESSO A RUA ABALLA AZÉM, LOCALIZADAS NA SUBPREFEITURA DO BUTANTÃ, ZONA OESTE DE SÃO PAULO.;Drenagem;MANUTENÇÃO;PRA;EM ANDAMENTO;02-Código Genérico\02-Transferências Federais\03-Transferências Estaduais\03-PMSP-SEHAB/Fundo Municipal de Saneamento Ambiental e Infraestrutura;04/08/2022;31/01/2023;046/SIURB/22;VERDEBIANCO ENGENHARIA EIRELI;	3992945000125;	;R$2.068.860,75;R$0,00;R$2.068.860,75;R$1.632.574,28;R$0,00;R$1.632.574,28
SIURB;C0472201;6018201900297986;SECRETARIA MUNICIPAL DE SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PE;LESTE;PENHA;Praça Nossa Senhora da Penha, 55;-23.526569;-46.550306;CER Penha;EXECUÇÃO DE SERVIÇOS E OBRAS PARA REFORMA DE UNIDADE CER PENHA - PRAÇA NOSSA SENHORA DA PENHA, 55 - PENHA - SUB/PE;Unidades de Saúde;CONSTRUÇÃO;CER;CONCLUÍDA;00-Tesouro Municipal;25/05/2022;22/10/2022;047/SIURB/22;MACOR ENGENHARIA CONSTRUÇÕES E COMÉRCIO LTDA;	57646374000104;	;R$520.813,51;R$0,00;R$520.813,51;R$520.414,54;R$0,00;R$520.414,54
SIURB;C0482101;6022202100014076;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IP;SUL;IPIRANGA;Avenida Presidente Wilson, 1982 / 2000;-23.570783;-46.603538;Recomposição de galeria de águas pluviais na Avenida Presidente Wilson;CONTRATAÇÃO DE EMPRESA PARA RECOMPOSIÇÃO DA GALERIA DE ÁGUAS PLUVIAIS, ATRAVÉS DE RECUPERAÇÃO DA TUBULAÇÃO E RECOMPOSIÇÃO DO SOLO PARA RESTABELECER AS CONDIÇÕES DE ESTABILIDADE E SEGURANÇA DAS EDIFICAÇÕES LINDEIRAS À GALERIA ROMPIDA, LOCALIZADA NA AVENIDA PRESIDENTE WILSON, N 1982/2000 - SUB IPIRANGA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;14/06/2021;11/12/2021;048/SIURB/21;JRA EMPREENDIMENTOS E ENGENHARIA LTDA;	01454603000126;	;R$2.552.322,85;R$0,00;R$2.552.322,85;R$2.551.093,93;R$0,00;R$2.551.093,93
SIURB;C0492101;6022202100013088;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;Itaquera;Rua Rosa Campanella x Rua Lagoa Salgada;-23.533836;-46.455532;Implantação de contenção e recomposição das margens do Rio Verde;CONTRATAÇÃO DE EMPRESA PARA IMPLANTAÇÃO DE CONTENÇÃO E RECOMPOSIÇÃO DAS MARGENS DO RIO VERDE JUNTO A RUA ROSA CAMPANELLA E RUA LAGOA SALGADA, ATRAVÉS DE MURO DE CONTENÇÃO E RECOMPOSIÇÃO DO ATERRO PARA RESTABELECER AS CONDIÇÕES DE ESTABILIDADE E SEGURANÇA DAS EDIFICAÇÕES LINDEIRAS AO CÓRREGO - SUBPREFEITURA ITAQUERA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;03/06/2021;30/11/2021;049/SIURB/21;B&B ENGENHARIA;	03643992000163;	;R$7.748.459,87;R$0,00;R$7.748.459,87;R$7.738.619,94;R$0,00;R$7.738.619,94
SIURB;C0502101;6022202100014378;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;Itaquera;Rua Doutor Jairo Franco;-23.530555;-46.441692;Recomposição da galeria de águas pluviais na rua Doutor Jairo Franco;CONTRATAÇÃO DE EMPRESA PARA RECOMPOSIÇÃO DA GALERIA DE ÁGUAS PLUVIAIS, ATRAVÉS DA EXECUÇÃO DE NOVO TRAÇADO DA TUBULAÇÃO DE ÁGUAS PLUVIAIS E RECOMPOSIÇÃO DO SOLO COLAPSADO PARA ESTABELECER AS CONDIÇÕES DE ESTABILIDADE E SEGURANÇA DAS EDIFICAÇÕES LINDEIRAS À GALERIA ROMPIDA, LOCALIZADA NA RUA DOUTOR JAIRO FRANCO - SUB ITAQUERA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;17/06/2021;14/12/2021;050/SIURB/21;B&B ENGENHARIA;	03643992000163;	;R$2.745.294,83;R$0,00;R$2.745.294,83;R$2.737.351,30;R$0,00;R$2.737.351,30
SIURB;C0512101;6022202100010151;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CV;NORTE;Limão;Rua Augusto Franco de Souza;-23.494561;-46.671755;Implantação de contenção de recomposição de talude na margem do córrego da Rua Augusto Franco de Souza;CONTRATAÇÃO DE EMPRESA PARA A IMPLANTAÇÃO DE CONTENÇÃO E RECOMPOSIÇÃO DE TALUDE ATRAVÉS DE MURO DE CONTENÇÃO NA MARGEM DO CÓRREGO DA RUA AUGUSTO FRANCO DE SOUZA - VILA SANTISTA - SUB CASA VERDE;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;05/05/2021;01/11/2021;051/SIURB/21;MACOR ENGENHARIA CONSTRUÇÕES E COMÉRCIO LTDA;	57646374000104;	;R$3.360.825,49;R$0,00;R$3.360.825,40;R$3.359.512,62;R$0,00;R$3.359.512,62
SIURB;C0512201;6022202200009155;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;TREMEMBÉ;Rua Benedito Henrique, 18 - Jd. Guapira;-23.455043;-46.589312;Contenção de Margens em Córrego na Rua Benedito Henrique;OBRA EMERGENCIAL DE CONTENÇÃO DE MARGENS DE CÓRREGO, DEVIDO AO ASSOREAMENTO E ESCORREGAMENTO DE TALUDES NA RUA BENEDITO HENRIQUE;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;24/02/2022;22/08/2022;051/SIURB/22;CONSTRUTORA LETTIERI CORDARO LTDA.;	07879965000145;	;R$5.745.511,87;R$0,00;R$5.745.511,87;R$5.745.135,38;R$0,00;R$5.745.135,38
SIURB;C0522201;6022202200010617;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;BELA VISTA;Av. 9 de Julho, 961;-23.552176;-46.647131;Recomposição de Galeria Av. 9 de Julho;OBRA EMERGENCIAL PARA RECOMPOSIÇÃO DE GALERIA E RECONSTRUÇÃO DE SISTEMA VIÁRIO - AV 9 DE JULHO, ALT. No. 961 - SUBPREFEITURA DA SÉ;Drenagem;CONSTRUÇÃO;Galerias;CONCLUÍDA;00-Tesouro Municipal;10/03/2022;05/09/2022;052/SIURB/22;CONSTRUTORA LETTIERI CORDARO LTDA.;	07879965000145;	;R$2.786.423,62;R$0,00;R$2.786.423,62;R$2.562.827,61;R$0,00;R$2.562.827,61
SIURB;C0531801;201800590250;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;FO;NORTE;Freguesia do Ó;Rua Antonieta Leitão, 375;-23.502546;-46.698106;CONSTRUÇÃO DE ESTRUTURA E INSTALAÇÃO DE ELEVADOR NO CEI INDIRETO MENINO JESUS;Execução de serviços e obras para construção de estrutura e instalação de elevador no CEI Indireto Menino Jesus;Unidades de Educação;CONSTRUÇÃO;CEI;CONCLUÍDA;00-Tesouro Municipal;23/11/2018;23/10/2019;053/SIURB/18;CONSTRUTORA LETTIERI CORDARO LTDA;	07879965000145;	;R$288.164,24;R$37.934,11;R$326.098,35;R$325.121,77;R$0,00;R$325.121,77
SIURB;C0532101;6022202100017164;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;VP;LESTE;São Lucas;Avenida Pascoal Ranieri Mazzilli, 119;-23.605460;-46.525672;Recomposição de galeria de águas pluviais na Avenida Pascoal Ranieri Mazzilli;CONTRATAÇÃO EMERGENCIAL PARA RECOMPOSIÇÃO DE GALERIA DE ÁGUAS PLUVIAIS COM EXECUÇÃO DE NOVA TUBULAÇÃO DE ÁGUAS PLUVIAIS E RECOMPOSIÇÃO DA ÁREA COLAPSADA PARA RESTABELECER AS CONDIÇÕES DE ESTABILIDADE E SEGURANÇA DAS EDIFICAÇÕES LINDEIRAS À GALERIA ROMPIDA LOCALIZADA NA AVENIDA PASCOAL RANIERI MAZZILLI, 119 - PARQUE SÃO LUCAS;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;16/07/2021;12/01/2022;053/SIURB/21;POTENZA ENGENHARIA E CONSTRUÇÃO LTDA;	58853169000174;	;R$1.349.947,65;R$0,00;R$1.349.947,65;R$1.255.727,42;R$0,00;R$1.255.727,42
SIURB;C0532201;6022202200009163;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAPÃO REDONDO;Rua Cefalônia - Jd. São José;-23.684800;-46.791762;Recuperação de Córrego Moenda na Rua Cefalônia;EXECUÇÃO DE OBRA EMERGENCIAL PARA CONTENÇÃO E RECUPERAÇÃO DAS MARGENS DO CÓRREGO - RUA CEFALÔNIA - SUBPREFEITURA - CAMPO LIMPO;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;24/02/2022;22/08/2022;053/SIURB/22;CONSTRUTORA LETTIERI CORDARO LTDA.;	07879965000145;	;R$11.773.527,95;R$0,00;R$11.773.527,95;R$11.773.497,52;R$0,00;R$11.773.497,52
SIURB;C0562201;6022202200009147;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IP;SUL;IPIRANGA;Rua Ouvidor Portugal x Av. Dom Pedro I;-23.575296;-46.610817;Galeria e Pavimento Rua Ouvidor Portugal;OBRA EMERGENCIAL DE RECONSTRUÇÃO DE GALERIA E RECOMPOSIÇÃO DO PAVIMENTO ASFÁLTICO NA RUA OUVIDOR PORTUGAL, ESQUINA COM AV DOM PEDRO I;Drenagem;CONSTRUÇÃO;Galerias;CONCLUÍDA;00-Tesouro Municipal;24/02/2022;22/08/2022;056/SIURB/22;FÓRMULA INC EMPREENDIMENTOS IMOBILIÁRIOS LTDA;	57182115000161;	;R$7.302.448,26;R$0,00;R$7.302.448,26;R$7.187.211,59;R$0,00;R$7.187.211,59
SIURB;C0572201;6022202200011974;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;G ;LESTE;GUAIANASES;Estrada N. Sra. da Fonte, 891;-23.551595;-46.414947;Contenção de Talude Estrada Nossa Sra. da Fonte;EXECUÇÃO DE OBRA EMERGENCIAL PARA CONTENÇÃO DE TALUDE ESTRADA NOSSA SENHORA DA FONTE, ALT. Nº 891 SUBPREFEITURA/GUAIANASES;Outros;CONSTRUÇÃO;Contenção de talude;CONCLUÍDA;00-Tesouro Municipal;16/03/2022;11/09/2022;057/SIURB/22;FÓRMULA INC EMPREENDIMENTOS IMOBILIÁRIOS LTDA;	57182115000161;	;R$3.118.270,14;R$0,00;R$3.118.270,14;R$3.118.129,65;R$0,00;R$3.118.129,65
SIURB;C0582201;6059202200001539;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;VM;SUL;VILA MARIANA;Rua José Magalhães, 500;-23.598383;-46.649553;Prédio da Subprefeitura da Vila Mariana;EXECUÇÃO DE OBRAS EMERGENCIAL NAS DEPENDÊNCIAS DO PRÉDIO DA SUBPREFEITURA VILA MARIANA APÓS COLAPSO DA ESTRUTURA QUE SUSTENTA O TELHADO EM VIRTUDE DA RUPTURA DE VIGA RUA JOSE MAGALHAES, 500 - VILA CLEMENTINO;Outros;CONSTRUÇÃO;Próprios Municipais;CONCLUÍDA;00-Tesouro Municipal;12/04/2022;08/10/2022;058/SIURB/22;FÓRMULA INC EMPREENDIMENTOS IMOBILIÁRIOS LTDA;	57182115000161;	;R$1.227.680,40;R$0,00;R$1.227.680,40;R$810.009,14;R$0,00;R$810.009,14
SIURB;C0612101;6022202100022184;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;Itaim Paulista;Rua Maria Célia Correa x Rua Luiza Augusta Garlippe;-23.515604;-46.389024;Recuperação parcial da margem direita do Córrego Rola Moça;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE OBRAS DE RECUPERAÇÃO PARCIAL DA MARGEM DIREITA DO CÓRREGO ROLA MOÇA, TRECHO DA RUA MARIA CÉLIA CORREA X RUA LUIZA AUGUSTA GARLIPPE - CHÁCARA DONA OLÍVIA - SUBPREFEITURA ITAIM PAULISTA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;27/08/2021;23/02/2022;061/SIURB/21;FP PROJETOS EMPREENDIMENTOS EIRELI;	15009784000196;	;R$12.731.422,98;R$0,00;R$12.731.422,98;R$12.730.041,60;R$0,00;R$12.730.041,60
SIURB;C0612201;6022202200006237;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;CIDADE LÍDER;Rua Macela do Campo, 178 – Cidade Líder;-23.563518;-46.485747;Recomposição da Margem do Córrego;OBRA EMERGENCIAL DE RECOMPOSIÇÃO DA MARGEM DO CÓRREGO, CONTENÇÃO DE TALUDE E RECOMPOSIÇÃO DO PAVIMENTO - SUB - ITAQUERA.;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;11/02/2022;09/08/2022;061/SIURB/22;TIRANTE CONSTRUCOES LTDA;	16608263000118;	;R$3.194.812,57;R$0,00;R$3.194.812,57;R$3.178.095,46;R$0,00;R$3.178.095,46
SIURB;C0622101;6022202100013002;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;Vila Jacui;Avenida Imperador x Avenida Ribeirão Jacu;-23.515279;-46.455522;Recuperação estrutural do pontilhão na Avenida Imperador esquina da Avenida Ribeirão Jacu;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA RECUPERAÇÃO DO ESTRUTURAL DO PONTILHÃO COM RECUPERAÇÃO DE ALA E TRECHOS EM GABIÃO NA AVENIDA IMPERADOR ESQUINA AVENIDA RIBEIRÃO JACU SOBRE O RIO VERDE - SUB;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;02/06/2021;29/11/2021;062/SIURB/21;ALMEIDA SAPATA ENGENHARIA E CONSTRUÇÃO LTDA;	66748955000130;	;R$4.315.551,93;R$0,00;R$4.315.551,93;R$4.314.222,70;R$0,00;R$4.314.222,70
SIURB;C0632101;6022202100018691;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAPÃO REDONDO;Rua Professor Paulo Assis Ribeiro;-23.673109;-46.774335;Recomposição das margens do Córrego dos Brancos junto à Rua Professor Paulo Assis Ribeiro;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA A RECOMPOSIÇÃO DAS MARGENS DO CÓRREGO DOS BRANCOS JUNTO À RUA PROFESSOR PAULO ASSIS RIBEIRO PARA RESTABELECER AS CONDIÇÕES DE SEGURANÇA DAS EDIFICAÇÕES DE SEGURANÇA DAS EDIFICAÇÕES LINDEIRAS, PASSEIOS E MURO DE FUNDOS DA AMA CAPÃO REDONDO;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;29/07/2021;25/01/2022;063/SIURB/21;DB CONSTRUÇÕES LTDA;	03101876000112;	;R$9.601.651,60;R$0,00;R$9.601.651,60;R$9.474.045,71;R$0,00;R$9.474.045,71
SIURB;C0642101;6022202100018667;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAMPO LIMPO;Rua Francisco de Holanda;-23.633494;-46.768779;Recomposição das margens do Córrego Diniz com complementação da rede de drenagem existente;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA A RECOMPOSIÇÃO DAS MARGENS DO CÓRREGO DINIZ E TRECHO DA RUA FRANCISCO DE HOLANDA, COM COMPLEMENTAÇÃO DA REDE DE DRENAGEM EXISTENTE E PAVIMENTO PARA RESTABELECER AS CONDIÇÕES DE SEGURANÇA DAS EDIFICAÇÕES E CONDIÇÕES DE TRAFEGABILIDADE NO LOCAL;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais;29/07/2021;25/01/2022;064/SIURB/21;BBC CONSTRUÇÕES E EMPREENDIMENTOS LTDA;	08320397000100;	;R$14.736.875,93;R$0,00;R$14.736.875,93;R$14.573.927,53;R$0,00;R$14.573.927,53
SIURB;C0652201;6022202200009198;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAMPO LIMPO;Rua Francisco de Holanda;-23.633612;-46.768705;Recomposição das Margens do Córrego Diniz;RECOMPOSIÇÃO DAS MARGENS DO CÓRREGO DINIZ E DA RUA FRANCISCO DE HOLANDA;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;24/02/2022;24/08/2022;065/SIURB/22;B&B ENGENHARIA;	03643992000163;	;R$14.202.020,26;R$0,00;R$14.202.020,26;R$13.378.071,44;R$0,00;R$13.378.071,44
SIURB;C0672201;6022202200006245;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IQ;LESTE;JOSÉ BONIFÁCIO;Av. Jacu Pessego, altura do nº 10897 - Itaquera;-23.555107;-46.445518;Recuperação e Contenção de Talude;OBRAS PARA RECUPERAÇÃO E CONTENÇÃO DE TALUDE LOCALIZADO NA AV. JACU PÊSSEGO, ALTURA DO Nº 10897 - ITAQUERA;Outros;CONSTRUÇÃO;Contenção de talude;CONCLUÍDA;00-Tesouro Municipal;11/02/2022;11/08/2022;067/SIURB/22;B&B ENGENHARIA;	03643992000163;	;R$7.533.630,27;R$0,00;R$7.533.630,27;R$7.531.208,68;R$0,00;R$7.531.208,68
SIURB;C0732201;6022202200018073;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;AD;SUL;Cidade Ademar;R. Berimbau, 10;-23.6692;-46.6464;CONTENÇÃO DAS MARGENS DO CÓRREGO - RUA BERIMBAU, 10;INTERVENÇÃO EM CARÁTER EMERGENCIAL PARA REALIZAÇÃO DE OBRAS PARA CONTENÇÃO DAS MARGENS DO CÓRREGO LOCALIZADO NA RUA BERIMBAU SUBPREFEITURA CIDADE ADEMAR;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;18/04/2022;15/10/2022;073/SIURB/22;B & B - ENGENHARIA E CONSTRUCOES LTDA.;	03643992000163;	;R$8.172.925,04;R$0,00;R$8.172.925,04;R$8.168.432,06;R$0,00;R$8.168.432,06
